jahr	bezirk	kanton	typ	anzahl
2003	Bezirk Solothurn	SO	Leichte Motorwagen	9951
2004	Bezirk Solothurn	SO	Leichte Motorwagen	9954
2005	Bezirk Solothurn	SO	Leichte Motorwagen	9953
2006	Bezirk Solothurn	SO	Leichte Motorwagen	9955
2007	Bezirk Solothurn	SO	Leichte Motorwagen	9959
2008	Bezirk Solothurn	SO	Leichte Motorwagen	9960
2009	Bezirk Solothurn	SO	Leichte Motorwagen	9961
2010	Bezirk Solothurn	SO	Leichte Motorwagen	9962
2011	Bezirk Solothurn	SO	Leichte Motorwagen	9962
2012	Bezirk Solothurn	SO	Leichte Motorwagen	9963
2013	Bezirk Solothurn	SO	Leichte Motorwagen	9966
2014	Bezirk Solothurn	SO	Leichte Motorwagen	9970
2015	Bezirk Solothurn	SO	Leichte Motorwagen	9973
2016	Bezirk Solothurn	SO	Leichte Motorwagen	9971
2017	Bezirk Solothurn	SO	Leichte Motorwagen	9974
2018	Bezirk Solothurn	SO	Leichte Motorwagen	9973
2019	Bezirk Solothurn	SO	Leichte Motorwagen	9977
2020	Bezirk Solothurn	SO	Leichte Motorwagen	9977
2021	Bezirk Solothurn	SO	Leichte Motorwagen	9977
2022	Bezirk Solothurn	SO	Leichte Motorwagen	9982
2023	Bezirk Solothurn	SO	Leichte Motorwagen	9982
1990	Bezirk Solothurn	SO	Schwere Motorwagen	-269
1991	Bezirk Solothurn	SO	Schwere Motorwagen	0
1992	Bezirk Solothurn	SO	Schwere Motorwagen	0
1993	Bezirk Solothurn	SO	Schwere Motorwagen	3
1994	Bezirk Solothurn	SO	Schwere Motorwagen	0
1995	Bezirk Solothurn	SO	Schwere Motorwagen	0
1996	Bezirk Solothurn	SO	Schwere Motorwagen	0
1997	Bezirk Solothurn	SO	Schwere Motorwagen	3
1998	Bezirk Solothurn	SO	Schwere Motorwagen	7
1999	Bezirk Solothurn	SO	Schwere Motorwagen	12
2000	Bezirk Solothurn	SO	Schwere Motorwagen	14
2001	Bezirk Solothurn	SO	Schwere Motorwagen	18
2002	Bezirk Solothurn	SO	Schwere Motorwagen	18
2003	Bezirk Solothurn	SO	Schwere Motorwagen	19
2004	Bezirk Solothurn	SO	Schwere Motorwagen	15
2005	Bezirk Solothurn	SO	Schwere Motorwagen	20
2006	Bezirk Solothurn	SO	Schwere Motorwagen	21
2007	Bezirk Solothurn	SO	Schwere Motorwagen	26
2008	Bezirk Solothurn	SO	Schwere Motorwagen	26
2009	Bezirk Solothurn	SO	Schwere Motorwagen	26
2010	Bezirk Solothurn	SO	Schwere Motorwagen	27
2011	Bezirk Solothurn	SO	Schwere Motorwagen	31
2012	Bezirk Solothurn	SO	Schwere Motorwagen	32
2013	Bezirk Solothurn	SO	Schwere Motorwagen	34
2014	Bezirk Solothurn	SO	Schwere Motorwagen	38
2015	Bezirk Solothurn	SO	Schwere Motorwagen	36
2016	Bezirk Solothurn	SO	Schwere Motorwagen	36
2017	Bezirk Solothurn	SO	Schwere Motorwagen	40
2018	Bezirk Solothurn	SO	Schwere Motorwagen	45
2019	Bezirk Solothurn	SO	Schwere Motorwagen	45
2020	Bezirk Solothurn	SO	Schwere Motorwagen	49
2021	Bezirk Solothurn	SO	Schwere Motorwagen	48
2022	Bezirk Solothurn	SO	Schwere Motorwagen	51
2023	Bezirk Solothurn	SO	Schwere Motorwagen	52
1990	Bezirk Solothurn	SO	Anhänger	221
1991	Bezirk Solothurn	SO	Anhänger	226
1992	Bezirk Solothurn	SO	Anhänger	230
1993	Bezirk Solothurn	SO	Anhänger	230
1994	Bezirk Solothurn	SO	Anhänger	230
1995	Bezirk Solothurn	SO	Anhänger	234
1996	Bezirk Solothurn	SO	Anhänger	239
1997	Bezirk Solothurn	SO	Anhänger	244
1998	Bezirk Solothurn	SO	Anhänger	245
1999	Bezirk Solothurn	SO	Anhänger	245
2000	Bezirk Solothurn	SO	Anhänger	250
2001	Bezirk Solothurn	SO	Anhänger	253
2002	Bezirk Solothurn	SO	Anhänger	257
2003	Bezirk Solothurn	SO	Anhänger	258
2004	Bezirk Solothurn	SO	Anhänger	258
2005	Bezirk Solothurn	SO	Anhänger	262
2006	Bezirk Solothurn	SO	Anhänger	266
2007	Bezirk Solothurn	SO	Anhänger	268
2008	Bezirk Solothurn	SO	Anhänger	272
2009	Bezirk Solothurn	SO	Anhänger	272
2010	Bezirk Solothurn	SO	Anhänger	276
2011	Bezirk Solothurn	SO	Anhänger	279
2012	Bezirk Solothurn	SO	Anhänger	283
2013	Bezirk Solothurn	SO	Anhänger	288
2014	Bezirk Solothurn	SO	Anhänger	288
2015	Bezirk Solothurn	SO	Anhänger	291
2016	Bezirk Solothurn	SO	Anhänger	293
2017	Bezirk Solothurn	SO	Anhänger	294
2018	Bezirk Solothurn	SO	Anhänger	299
2019	Bezirk Solothurn	SO	Anhänger	300
2020	Bezirk Solothurn	SO	Anhänger	304
2021	Bezirk Solothurn	SO	Anhänger	302
2022	Bezirk Solothurn	SO	Anhänger	307
2023	Bezirk Solothurn	SO	Anhänger	309
1990	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	-304
1991	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	0
1992	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	1
1993	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	5
1994	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	6
1995	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	9
1996	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	13
1997	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	15
1998	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	19
1999	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	20
2000	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	22
2001	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	22
2002	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	22
2003	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	25
2004	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	30
2005	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	34
2006	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	29
2007	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	34
2008	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	35
2009	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	39
2010	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	42
2011	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	44
2012	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	44
2013	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	46
2014	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	50
2015	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	52
2016	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	53
2017	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	58
2018	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	61
2019	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	63
2020	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	61
2021	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	64
2022	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	64
2023	Bezirk Solothurn	SO	Landw. FZ Ind. Trak.	66
1990	Bezirk Solothurn	SO	Motorräder	549
1991	Bezirk Solothurn	SO	Motorräder	549
1992	Bezirk Solothurn	SO	Motorräder	551
1993	Bezirk Solothurn	SO	Motorräder	553
1994	Bezirk Solothurn	SO	Motorräder	555
1995	Bezirk Solothurn	SO	Motorräder	552
1996	Bezirk Solothurn	SO	Motorräder	555
1997	Bezirk Solothurn	SO	Motorräder	557
1998	Bezirk Solothurn	SO	Motorräder	558
1999	Bezirk Solothurn	SO	Motorräder	557
2000	Bezirk Solothurn	SO	Motorräder	562
2001	Bezirk Solothurn	SO	Motorräder	562
2002	Bezirk Solothurn	SO	Motorräder	564
2003	Bezirk Solothurn	SO	Motorräder	564
2004	Bezirk Solothurn	SO	Motorräder	566
2005	Bezirk Solothurn	SO	Motorräder	569
2006	Bezirk Solothurn	SO	Motorräder	569
2007	Bezirk Solothurn	SO	Motorräder	567
2008	Bezirk Solothurn	SO	Motorräder	566
2009	Bezirk Solothurn	SO	Motorräder	566
2010	Bezirk Solothurn	SO	Motorräder	569
2011	Bezirk Solothurn	SO	Motorräder	573
2012	Bezirk Solothurn	SO	Motorräder	576
2013	Bezirk Solothurn	SO	Motorräder	580
2014	Bezirk Solothurn	SO	Motorräder	583
2015	Bezirk Solothurn	SO	Motorräder	584
2016	Bezirk Solothurn	SO	Motorräder	585
2017	Bezirk Solothurn	SO	Motorräder	586
2018	Bezirk Solothurn	SO	Motorräder	591
2019	Bezirk Solothurn	SO	Motorräder	591
2020	Bezirk Solothurn	SO	Motorräder	595
2021	Bezirk Solothurn	SO	Motorräder	595
2022	Bezirk Solothurn	SO	Motorräder	595
2023	Bezirk Solothurn	SO	Motorräder	595
1990	Bezirk Solothurn	SO	Klein-Motorräder	-307
1991	Bezirk Solothurn	SO	Klein-Motorräder	0
1992	Bezirk Solothurn	SO	Klein-Motorräder	5
1993	Bezirk Solothurn	SO	Klein-Motorräder	6
1994	Bezirk Solothurn	SO	Klein-Motorräder	6
1995	Bezirk Solothurn	SO	Klein-Motorräder	8
1996	Bezirk Solothurn	SO	Klein-Motorräder	5
1997	Bezirk Solothurn	SO	Klein-Motorräder	6
1998	Bezirk Solothurn	SO	Klein-Motorräder	10
1999	Bezirk Solothurn	SO	Klein-Motorräder	9
2000	Bezirk Solothurn	SO	Klein-Motorräder	6
2001	Bezirk Solothurn	SO	Klein-Motorräder	6
2002	Bezirk Solothurn	SO	Klein-Motorräder	6
2003	Bezirk Solothurn	SO	Klein-Motorräder	6
2004	Bezirk Solothurn	SO	Klein-Motorräder	7
2005	Bezirk Solothurn	SO	Klein-Motorräder	8
2006	Bezirk Solothurn	SO	Klein-Motorräder	4
2007	Bezirk Solothurn	SO	Klein-Motorräder	4
2008	Bezirk Solothurn	SO	Klein-Motorräder	7
2009	Bezirk Solothurn	SO	Klein-Motorräder	9
2010	Bezirk Solothurn	SO	Klein-Motorräder	12
2011	Bezirk Solothurn	SO	Klein-Motorräder	17
2012	Bezirk Solothurn	SO	Klein-Motorräder	18
2013	Bezirk Solothurn	SO	Klein-Motorräder	16
2014	Bezirk Solothurn	SO	Klein-Motorräder	16
2015	Bezirk Solothurn	SO	Klein-Motorräder	19
2016	Bezirk Solothurn	SO	Klein-Motorräder	24
2017	Bezirk Solothurn	SO	Klein-Motorräder	24
2018	Bezirk Solothurn	SO	Klein-Motorräder	26
2019	Bezirk Solothurn	SO	Klein-Motorräder	30
2020	Bezirk Solothurn	SO	Klein-Motorräder	33
2021	Bezirk Solothurn	SO	Klein-Motorräder	36
2022	Bezirk Solothurn	SO	Klein-Motorräder	41
2023	Bezirk Solothurn	SO	Klein-Motorräder	41
1990	Bezirk Solothurn	SO	Gewerbe FZ	-153
1991	Bezirk Solothurn	SO	Gewerbe FZ	0
1992	Bezirk Solothurn	SO	Gewerbe FZ	1
1993	Bezirk Solothurn	SO	Gewerbe FZ	6
1994	Bezirk Solothurn	SO	Gewerbe FZ	10
1995	Bezirk Solothurn	SO	Gewerbe FZ	10
1996	Bezirk Solothurn	SO	Gewerbe FZ	12
1997	Bezirk Solothurn	SO	Gewerbe FZ	10
1998	Bezirk Solothurn	SO	Gewerbe FZ	10
1999	Bezirk Solothurn	SO	Gewerbe FZ	10
2000	Bezirk Solothurn	SO	Gewerbe FZ	10
2001	Bezirk Solothurn	SO	Gewerbe FZ	10
2002	Bezirk Solothurn	SO	Gewerbe FZ	11
2003	Bezirk Solothurn	SO	Gewerbe FZ	15
2004	Bezirk Solothurn	SO	Gewerbe FZ	17
2005	Bezirk Solothurn	SO	Gewerbe FZ	18
2006	Bezirk Solothurn	SO	Gewerbe FZ	18
2007	Bezirk Solothurn	SO	Gewerbe FZ	23
2008	Bezirk Solothurn	SO	Gewerbe FZ	26
2009	Bezirk Solothurn	SO	Gewerbe FZ	28
2010	Bezirk Solothurn	SO	Gewerbe FZ	30
2011	Bezirk Solothurn	SO	Gewerbe FZ	29
2012	Bezirk Solothurn	SO	Gewerbe FZ	29
2013	Bezirk Solothurn	SO	Gewerbe FZ	31
2014	Bezirk Solothurn	SO	Gewerbe FZ	32
2015	Bezirk Solothurn	SO	Gewerbe FZ	34
2016	Bezirk Solothurn	SO	Gewerbe FZ	34
2017	Bezirk Solothurn	SO	Gewerbe FZ	37
2018	Bezirk Solothurn	SO	Gewerbe FZ	40
2019	Bezirk Solothurn	SO	Gewerbe FZ	41
2020	Bezirk Solothurn	SO	Gewerbe FZ	44
2021	Bezirk Solothurn	SO	Gewerbe FZ	44
2022	Bezirk Solothurn	SO	Gewerbe FZ	47
2023	Bezirk Solothurn	SO	Gewerbe FZ	45
1990	Bezirk Thal	SO	Leichte Motorwagen	10397
1991	Bezirk Thal	SO	Leichte Motorwagen	10397
1992	Bezirk Thal	SO	Leichte Motorwagen	10401
1993	Bezirk Thal	SO	Leichte Motorwagen	10406
1994	Bezirk Thal	SO	Leichte Motorwagen	10409
1995	Bezirk Thal	SO	Leichte Motorwagen	10409
1996	Bezirk Thal	SO	Leichte Motorwagen	10410
1997	Bezirk Thal	SO	Leichte Motorwagen	10413
1998	Bezirk Thal	SO	Leichte Motorwagen	10411
1999	Bezirk Thal	SO	Leichte Motorwagen	10414
2000	Bezirk Thal	SO	Leichte Motorwagen	10415
2001	Bezirk Thal	SO	Leichte Motorwagen	10417
2002	Bezirk Thal	SO	Leichte Motorwagen	10421
2003	Bezirk Thal	SO	Leichte Motorwagen	10422
2004	Bezirk Thal	SO	Leichte Motorwagen	10421
2005	Bezirk Thal	SO	Leichte Motorwagen	10425
2006	Bezirk Thal	SO	Leichte Motorwagen	10427
2007	Bezirk Thal	SO	Leichte Motorwagen	10428
2008	Bezirk Thal	SO	Leichte Motorwagen	10431
2009	Bezirk Thal	SO	Leichte Motorwagen	10431
2010	Bezirk Thal	SO	Leichte Motorwagen	10435
2011	Bezirk Thal	SO	Leichte Motorwagen	10440
2012	Bezirk Thal	SO	Leichte Motorwagen	10437
2013	Bezirk Thal	SO	Leichte Motorwagen	10438
2014	Bezirk Thal	SO	Leichte Motorwagen	10436
2015	Bezirk Thal	SO	Leichte Motorwagen	10436
2016	Bezirk Thal	SO	Leichte Motorwagen	10440
2017	Bezirk Thal	SO	Leichte Motorwagen	10443
2018	Bezirk Thal	SO	Leichte Motorwagen	10448
2019	Bezirk Thal	SO	Leichte Motorwagen	10448
2020	Bezirk Thal	SO	Leichte Motorwagen	10450
2021	Bezirk Thal	SO	Leichte Motorwagen	10450
2022	Bezirk Thal	SO	Leichte Motorwagen	10450
2023	Bezirk Thal	SO	Leichte Motorwagen	10450
1990	Bezirk Thal	SO	Schwere Motorwagen	-188
1991	Bezirk Thal	SO	Schwere Motorwagen	0
1992	Bezirk Thal	SO	Schwere Motorwagen	5
1993	Bezirk Thal	SO	Schwere Motorwagen	7
1994	Bezirk Thal	SO	Schwere Motorwagen	11
1995	Bezirk Thal	SO	Schwere Motorwagen	8
1996	Bezirk Thal	SO	Schwere Motorwagen	10
1997	Bezirk Thal	SO	Schwere Motorwagen	15
1998	Bezirk Thal	SO	Schwere Motorwagen	15
1999	Bezirk Thal	SO	Schwere Motorwagen	19
2000	Bezirk Thal	SO	Schwere Motorwagen	22
2001	Bezirk Thal	SO	Schwere Motorwagen	26
2002	Bezirk Thal	SO	Schwere Motorwagen	29
2003	Bezirk Thal	SO	Schwere Motorwagen	29
2004	Bezirk Thal	SO	Schwere Motorwagen	29
2005	Bezirk Thal	SO	Schwere Motorwagen	28
2006	Bezirk Thal	SO	Schwere Motorwagen	30
2007	Bezirk Thal	SO	Schwere Motorwagen	32
2008	Bezirk Thal	SO	Schwere Motorwagen	37
2009	Bezirk Thal	SO	Schwere Motorwagen	40
2010	Bezirk Thal	SO	Schwere Motorwagen	40
2011	Bezirk Thal	SO	Schwere Motorwagen	37
2012	Bezirk Thal	SO	Schwere Motorwagen	40
2013	Bezirk Thal	SO	Schwere Motorwagen	41
2014	Bezirk Thal	SO	Schwere Motorwagen	42
2015	Bezirk Thal	SO	Schwere Motorwagen	45
2016	Bezirk Thal	SO	Schwere Motorwagen	50
2017	Bezirk Thal	SO	Schwere Motorwagen	51
2018	Bezirk Thal	SO	Schwere Motorwagen	54
2019	Bezirk Thal	SO	Schwere Motorwagen	57
2020	Bezirk Thal	SO	Schwere Motorwagen	59
2021	Bezirk Thal	SO	Schwere Motorwagen	63
2022	Bezirk Thal	SO	Schwere Motorwagen	68
2023	Bezirk Thal	SO	Schwere Motorwagen	69
1990	Bezirk Thal	SO	Anhänger	1113
1991	Bezirk Thal	SO	Anhänger	1117
1992	Bezirk Thal	SO	Anhänger	1119
1993	Bezirk Thal	SO	Anhänger	1122
1994	Bezirk Thal	SO	Anhänger	1122
1995	Bezirk Thal	SO	Anhänger	1126
1996	Bezirk Thal	SO	Anhänger	1126
1997	Bezirk Thal	SO	Anhänger	1130
1998	Bezirk Thal	SO	Anhänger	1131
1999	Bezirk Thal	SO	Anhänger	1126
2000	Bezirk Thal	SO	Anhänger	1131
2001	Bezirk Thal	SO	Anhänger	1135
2002	Bezirk Thal	SO	Anhänger	1139
2003	Bezirk Thal	SO	Anhänger	1140
2004	Bezirk Thal	SO	Anhänger	1142
2005	Bezirk Thal	SO	Anhänger	1142
2006	Bezirk Thal	SO	Anhänger	1144
2007	Bezirk Thal	SO	Anhänger	1147
2008	Bezirk Thal	SO	Anhänger	1148
2009	Bezirk Thal	SO	Anhänger	1153
2010	Bezirk Thal	SO	Anhänger	1156
2011	Bezirk Thal	SO	Anhänger	1154
2012	Bezirk Thal	SO	Anhänger	1156
2013	Bezirk Thal	SO	Anhänger	1156
2014	Bezirk Thal	SO	Anhänger	1161
2015	Bezirk Thal	SO	Anhänger	1161
2016	Bezirk Thal	SO	Anhänger	1162
2017	Bezirk Thal	SO	Anhänger	1164
2018	Bezirk Thal	SO	Anhänger	1169
2019	Bezirk Thal	SO	Anhänger	1173
2020	Bezirk Thal	SO	Anhänger	1178
2021	Bezirk Thal	SO	Anhänger	1181
2022	Bezirk Thal	SO	Anhänger	1185
2023	Bezirk Thal	SO	Anhänger	1189
1990	Bezirk Thal	SO	Landw. FZ Ind. Trak.	530
1991	Bezirk Thal	SO	Landw. FZ Ind. Trak.	531
1992	Bezirk Thal	SO	Landw. FZ Ind. Trak.	532
1993	Bezirk Thal	SO	Landw. FZ Ind. Trak.	533
1994	Bezirk Thal	SO	Landw. FZ Ind. Trak.	528
1995	Bezirk Thal	SO	Landw. FZ Ind. Trak.	530
1996	Bezirk Thal	SO	Landw. FZ Ind. Trak.	534
1997	Bezirk Thal	SO	Landw. FZ Ind. Trak.	533
1998	Bezirk Thal	SO	Landw. FZ Ind. Trak.	537
1999	Bezirk Thal	SO	Landw. FZ Ind. Trak.	541
2000	Bezirk Thal	SO	Landw. FZ Ind. Trak.	542
2001	Bezirk Thal	SO	Landw. FZ Ind. Trak.	543
2002	Bezirk Thal	SO	Landw. FZ Ind. Trak.	543
2003	Bezirk Thal	SO	Landw. FZ Ind. Trak.	546
2004	Bezirk Thal	SO	Landw. FZ Ind. Trak.	550
2005	Bezirk Thal	SO	Landw. FZ Ind. Trak.	550
2006	Bezirk Thal	SO	Landw. FZ Ind. Trak.	553
2007	Bezirk Thal	SO	Landw. FZ Ind. Trak.	554
2008	Bezirk Thal	SO	Landw. FZ Ind. Trak.	550
2009	Bezirk Thal	SO	Landw. FZ Ind. Trak.	550
2010	Bezirk Thal	SO	Landw. FZ Ind. Trak.	550
2011	Bezirk Thal	SO	Landw. FZ Ind. Trak.	549
2012	Bezirk Thal	SO	Landw. FZ Ind. Trak.	552
2013	Bezirk Thal	SO	Landw. FZ Ind. Trak.	553
2014	Bezirk Thal	SO	Landw. FZ Ind. Trak.	554
2015	Bezirk Thal	SO	Landw. FZ Ind. Trak.	555
2016	Bezirk Thal	SO	Landw. FZ Ind. Trak.	557
2017	Bezirk Thal	SO	Landw. FZ Ind. Trak.	560
2018	Bezirk Thal	SO	Landw. FZ Ind. Trak.	562
2019	Bezirk Thal	SO	Landw. FZ Ind. Trak.	567
2020	Bezirk Thal	SO	Landw. FZ Ind. Trak.	571
2021	Bezirk Thal	SO	Landw. FZ Ind. Trak.	575
2022	Bezirk Thal	SO	Landw. FZ Ind. Trak.	577
2023	Bezirk Thal	SO	Landw. FZ Ind. Trak.	580
1990	Bezirk Thal	SO	Motorräder	822
1991	Bezirk Thal	SO	Motorräder	824
1992	Bezirk Thal	SO	Motorräder	825
1993	Bezirk Thal	SO	Motorräder	826
1994	Bezirk Thal	SO	Motorräder	831
1995	Bezirk Thal	SO	Motorräder	834
1996	Bezirk Thal	SO	Motorräder	837
1997	Bezirk Thal	SO	Motorräder	839
1998	Bezirk Thal	SO	Motorräder	844
1999	Bezirk Thal	SO	Motorräder	846
2000	Bezirk Thal	SO	Motorräder	849
2001	Bezirk Thal	SO	Motorräder	850
2002	Bezirk Thal	SO	Motorräder	850
2003	Bezirk Thal	SO	Motorräder	855
2004	Bezirk Thal	SO	Motorräder	856
2005	Bezirk Thal	SO	Motorräder	856
2006	Bezirk Thal	SO	Motorräder	857
2007	Bezirk Thal	SO	Motorräder	858
2008	Bezirk Thal	SO	Motorräder	861
2009	Bezirk Thal	SO	Motorräder	861
2010	Bezirk Thal	SO	Motorräder	866
2011	Bezirk Thal	SO	Motorräder	869
2012	Bezirk Thal	SO	Motorräder	870
2013	Bezirk Thal	SO	Motorräder	875
2014	Bezirk Thal	SO	Motorräder	880
2015	Bezirk Thal	SO	Motorräder	880
2016	Bezirk Thal	SO	Motorräder	882
2017	Bezirk Thal	SO	Motorräder	887
2018	Bezirk Thal	SO	Motorräder	887
2019	Bezirk Thal	SO	Motorräder	883
2020	Bezirk Thal	SO	Motorräder	888
2021	Bezirk Thal	SO	Motorräder	888
2022	Bezirk Thal	SO	Motorräder	889
2023	Bezirk Thal	SO	Motorräder	894
1990	Bezirk Thal	SO	Klein-Motorräder	-292
1991	Bezirk Thal	SO	Klein-Motorräder	0
1992	Bezirk Thal	SO	Klein-Motorräder	2
1993	Bezirk Thal	SO	Klein-Motorräder	3
1994	Bezirk Thal	SO	Klein-Motorräder	8
1995	Bezirk Thal	SO	Klein-Motorräder	12
1996	Bezirk Thal	SO	Klein-Motorräder	16
1997	Bezirk Thal	SO	Klein-Motorräder	20
1998	Bezirk Thal	SO	Klein-Motorräder	17
1999	Bezirk Thal	SO	Klein-Motorräder	22
2000	Bezirk Thal	SO	Klein-Motorräder	24
2001	Bezirk Thal	SO	Klein-Motorräder	26
2002	Bezirk Thal	SO	Klein-Motorräder	26
2003	Bezirk Thal	SO	Klein-Motorräder	30
2004	Bezirk Thal	SO	Klein-Motorräder	30
2005	Bezirk Thal	SO	Klein-Motorräder	34
2006	Bezirk Thal	SO	Klein-Motorräder	34
2007	Bezirk Thal	SO	Klein-Motorräder	38
2008	Bezirk Thal	SO	Klein-Motorräder	39
2009	Bezirk Thal	SO	Klein-Motorräder	41
2010	Bezirk Thal	SO	Klein-Motorräder	45
2011	Bezirk Thal	SO	Klein-Motorräder	50
2012	Bezirk Thal	SO	Klein-Motorräder	50
2013	Bezirk Thal	SO	Klein-Motorräder	55
2014	Bezirk Thal	SO	Klein-Motorräder	55
2015	Bezirk Thal	SO	Klein-Motorräder	50
2016	Bezirk Thal	SO	Klein-Motorräder	49
2017	Bezirk Thal	SO	Klein-Motorräder	47
2018	Bezirk Thal	SO	Klein-Motorräder	47
2019	Bezirk Thal	SO	Klein-Motorräder	50
2020	Bezirk Thal	SO	Klein-Motorräder	54
2021	Bezirk Thal	SO	Klein-Motorräder	54
2022	Bezirk Thal	SO	Klein-Motorräder	51
2023	Bezirk Thal	SO	Klein-Motorräder	51
1990	Bezirk Thal	SO	Gewerbe FZ	-152
1991	Bezirk Thal	SO	Gewerbe FZ	0
1992	Bezirk Thal	SO	Gewerbe FZ	1
1993	Bezirk Thal	SO	Gewerbe FZ	5
1994	Bezirk Thal	SO	Gewerbe FZ	5
1995	Bezirk Thal	SO	Gewerbe FZ	0
1996	Bezirk Thal	SO	Gewerbe FZ	0
1997	Bezirk Thal	SO	Gewerbe FZ	2
1998	Bezirk Thal	SO	Gewerbe FZ	3
1999	Bezirk Thal	SO	Gewerbe FZ	8
2000	Bezirk Thal	SO	Gewerbe FZ	10
2001	Bezirk Thal	SO	Gewerbe FZ	10
2002	Bezirk Thal	SO	Gewerbe FZ	13
2003	Bezirk Thal	SO	Gewerbe FZ	14
2004	Bezirk Thal	SO	Gewerbe FZ	13
2005	Bezirk Thal	SO	Gewerbe FZ	14
2006	Bezirk Thal	SO	Gewerbe FZ	16
2007	Bezirk Thal	SO	Gewerbe FZ	16
2008	Bezirk Thal	SO	Gewerbe FZ	12
2009	Bezirk Thal	SO	Gewerbe FZ	12
2010	Bezirk Thal	SO	Gewerbe FZ	12
2011	Bezirk Thal	SO	Gewerbe FZ	15
2012	Bezirk Thal	SO	Gewerbe FZ	17
2013	Bezirk Thal	SO	Gewerbe FZ	20
2014	Bezirk Thal	SO	Gewerbe FZ	22
2015	Bezirk Thal	SO	Gewerbe FZ	19
2016	Bezirk Thal	SO	Gewerbe FZ	20
2017	Bezirk Thal	SO	Gewerbe FZ	22
2018	Bezirk Thal	SO	Gewerbe FZ	22
2019	Bezirk Thal	SO	Gewerbe FZ	27
2020	Bezirk Thal	SO	Gewerbe FZ	30
2021	Bezirk Thal	SO	Gewerbe FZ	35
2022	Bezirk Thal	SO	Gewerbe FZ	35
2023	Bezirk Thal	SO	Gewerbe FZ	32
1990	Bezirk Thierstein	SO	Leichte Motorwagen	10508
1991	Bezirk Thierstein	SO	Leichte Motorwagen	10509
1992	Bezirk Thierstein	SO	Leichte Motorwagen	10511
1993	Bezirk Thierstein	SO	Leichte Motorwagen	10513
1994	Bezirk Thierstein	SO	Leichte Motorwagen	10516
1995	Bezirk Thierstein	SO	Leichte Motorwagen	10521
1996	Bezirk Thierstein	SO	Leichte Motorwagen	10524
1997	Bezirk Thierstein	SO	Leichte Motorwagen	10527
1998	Bezirk Thierstein	SO	Leichte Motorwagen	10527
1999	Bezirk Thierstein	SO	Leichte Motorwagen	10530
2000	Bezirk Thierstein	SO	Leichte Motorwagen	10529
2001	Bezirk Thierstein	SO	Leichte Motorwagen	10532
2002	Bezirk Thierstein	SO	Leichte Motorwagen	10537
2003	Bezirk Thierstein	SO	Leichte Motorwagen	10538
2004	Bezirk Thierstein	SO	Leichte Motorwagen	10536
2005	Bezirk Thierstein	SO	Leichte Motorwagen	10541
2006	Bezirk Thierstein	SO	Leichte Motorwagen	10542
2007	Bezirk Thierstein	SO	Leichte Motorwagen	10542
2008	Bezirk Thierstein	SO	Leichte Motorwagen	10545
2009	Bezirk Thierstein	SO	Leichte Motorwagen	10548
2010	Bezirk Thierstein	SO	Leichte Motorwagen	10551
2011	Bezirk Thierstein	SO	Leichte Motorwagen	10555
2012	Bezirk Thierstein	SO	Leichte Motorwagen	10558
2013	Bezirk Thierstein	SO	Leichte Motorwagen	10557
2014	Bezirk Thierstein	SO	Leichte Motorwagen	10562
2015	Bezirk Thierstein	SO	Leichte Motorwagen	10562
2016	Bezirk Thierstein	SO	Leichte Motorwagen	10567
2017	Bezirk Thierstein	SO	Leichte Motorwagen	10572
2018	Bezirk Thierstein	SO	Leichte Motorwagen	10574
2019	Bezirk Thierstein	SO	Leichte Motorwagen	10579
